data,pedido_id,categoria,produto,regiao,canal,quantidade,preco_unitario,receita
2024-07-09,10807,Informática,SSD 1TB,Sudeste,Site,3,429.0,1287.0
2024-07-09,10808,Informática,Mouse Gamer,Sudeste,App,2,159.0,318.0
2024-07-10,10809,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,249.0,249.0
2024-07-11,10810,Eletrônicos,Fone Bluetooth,Sudeste,Site,3,224.1,672.3
2024-07-11,10811,Esporte,Halteres 10kg,Sudeste,Site,1,170.1,170.1
2024-07-12,10812,Esporte,Halteres 10kg,Sul,Site,3,170.1,510.3
2024-07-12,10813,Casa,Aspirador Robô,Sudeste,Loja Física,1,1169.1,1169.1
2024-07-12,10814,Casa,Aspirador Robô,Sudeste,Site,1,1299.0,1299.0
2024-07-12,10815,Esporte,Halteres 10kg,Sudeste,Site,1,189.0,189.0
2024-07-12,10816,Moda,Mochila,Norte,Site,1,161.1,161.1
2024-07-13,10817,Eletrônicos,Notebook,Centro-Oeste,Site,3,3799.05,11397.15
2024-07-13,10818,Informática,Teclado Mecânico,Sul,App,3,349.0,1047.0
2024-07-13,10819,Esporte,Tapete Yoga,Sudeste,Site,2,99.0,198.0
2024-07-13,10820,Esporte,Halteres 10kg,Sudeste,Site,1,189.0,189.0
2024-07-13,10821,Casa,Air Fryer,Sudeste,App,1,436.05,436.05
2024-07-13,10822,Informática,Teclado Mecânico,Sudeste,Site,3,349.0,1047.0
2024-07-13,10823,Casa,Aspirador Robô,Sul,App,1,1299.0,1299.0
2024-07-14,10824,Casa,Liquidificador,Sudeste,App,2,179.1,358.2
2024-07-14,10825,Moda,Jaqueta,Sudeste,Site,1,233.1,233.1
2024-07-15,10826,Informática,Teclado Mecânico,Sudeste,App,2,349.0,698.0
2024-07-15,10827,Informática,Teclado Mecânico,Sul,App,2,349.0,698.0
2024-07-15,10828,Eletrônicos,Notebook,Sudeste,App,3,3999.0,11997.0
2024-07-15,10829,Eletrônicos,Notebook,Sul,Site,1,3599.1,3599.1
2024-07-16,10830,Casa,Cafeteira,Sul,Site,3,289.0,867.0
2024-07-16,10831,Casa,Aspirador Robô,Nordeste,App,1,1299.0,1299.0
2024-07-16,10832,Casa,Cafeteira,Sul,Site,2,289.0,578.0
2024-07-16,10833,Moda,Tênis Esportivo,Sudeste,App,2,399.0,798.0
2024-07-17,10834,Casa,Air Fryer,Sudeste,Site,3,459.0,1377.0
2024-07-17,10835,Esporte,Tapete Yoga,Sudeste,App,2,99.0,198.0
2024-07-17,10836,Informática,"Monitor 24""",Sul,Site,3,949.05,2847.15
2024-07-17,10837,Casa,Air Fryer,Nordeste,Site,1,413.1,413.1
2024-07-17,10838,Casa,Aspirador Robô,Sul,App,2,1299.0,2598.0
2024-07-17,10839,Informática,"Monitor 24""",Sul,Site,3,899.1,2697.3
2024-07-17,10840,Casa,Air Fryer,Sul,App,1,459.0,459.0
2024-07-17,10841,Informática,"Monitor 24""",Nordeste,Site,2,949.05,1898.1
2024-07-18,10842,Informática,Mouse Gamer,Nordeste,Site,1,151.05,151.05
2024-07-18,10843,Moda,Relógio,Sudeste,Site,3,329.0,987.0
2024-07-18,10844,Eletrônicos,Smartphone,Sudeste,Site,3,1899.0,5697.0
2024-07-18,10845,Informática,Teclado Mecânico,Nordeste,Site,1,349.0,349.0
2024-07-18,10846,Informática,"Monitor 24""",Nordeste,Loja Física,3,999.0,2997.0
2024-07-19,10847,Eletrônicos,Smartwatch,Sudeste,Site,2,854.05,1708.1
2024-07-20,10848,Casa,Aspirador Robô,Sul,App,1,1299.0,1299.0
2024-07-20,10849,Informática,Teclado Mecânico,Sul,App,2,331.55,663.1
2024-07-20,10850,Informática,Teclado Mecânico,Nordeste,Site,2,349.0,698.0
2024-07-20,10851,Esporte,Halteres 10kg,Nordeste,Site,2,189.0,378.0
2024-07-20,10852,Eletrônicos,Fone Bluetooth,Sudeste,App,3,224.1,672.3
2024-07-21,10853,Casa,Cafeteira,Sudeste,App,3,289.0,867.0
2024-07-21,10854,Moda,Mochila,Sul,Site,3,170.05,510.15
2024-07-21,10855,Esporte,Bicicleta,Sul,Loja Física,3,1519.05,4557.15
2024-07-21,10856,Esporte,Esteira,Sudeste,Site,1,2659.05,2659.05
2024-07-22,10857,Esporte,Halteres 10kg,Centro-Oeste,App,2,189.0,378.0
2024-07-22,10858,Eletrônicos,Smartphone,Sul,App,2,1899.0,3798.0
2024-07-22,10859,Informática,Teclado Mecânico,Nordeste,Site,2,331.55,663.1
2024-07-22,10860,Moda,Jaqueta,Sudeste,App,2,259.0,518.0
2024-07-22,10861,Esporte,Esteira,Sudeste,App,2,2519.1,5038.2
2024-07-22,10862,Eletrônicos,Fone Bluetooth,Centro-Oeste,App,3,249.0,747.0
2024-07-22,10863,Casa,Liquidificador,Sudeste,App,3,189.05,567.15
2024-07-22,10864,Moda,Mochila,Sudeste,Site,1,152.15,152.15
2024-07-23,10865,Moda,Tênis Esportivo,Sudeste,Site,1,399.0,399.0
2024-07-23,10866,Casa,Air Fryer,Sudeste,App,2,459.0,918.0
2024-07-23,10867,Casa,Aspirador Robô,Centro-Oeste,App,3,1299.0,3897.0
2024-07-23,10868,Eletrônicos,Notebook,Sudeste,Loja Física,2,3999.0,7998.0
2024-07-24,10869,Informática,Teclado Mecânico,Sudeste,Loja Física,1,331.55,331.55
2024-07-24,10870,Informática,Teclado Mecânico,Centro-Oeste,App,1,349.0,349.0
2024-07-24,10871,Casa,Cafeteira,Sudeste,App,2,289.0,578.0
2024-07-24,10872,Casa,Liquidificador,Sudeste,App,2,189.05,378.1
2024-07-25,10873,Moda,Jaqueta,Nordeste,Site,2,246.05,492.1
2024-07-25,10874,Moda,Tênis Esportivo,Sudeste,App,1,399.0,399.0
2024-07-26,10875,Casa,Aspirador Robô,Centro-Oeste,Loja Física,3,1169.1,3507.3
2024-07-26,10876,Casa,Cafeteira,Nordeste,Site,2,274.55,549.1
2024-07-26,10877,Casa,Cafeteira,Sudeste,Loja Física,3,289.0,867.0
2024-07-27,10878,Casa,Air Fryer,Sudeste,Loja Física,1,413.1,413.1
2024-07-27,10879,Esporte,Tapete Yoga,Sudeste,Site,1,99.0,99.0
2024-07-28,10880,Informática,"Monitor 24""",Sul,App,3,999.0,2997.0
2024-07-28,10881,Moda,Tênis Esportivo,Sul,App,2,399.0,798.0
2024-07-28,10882,Esporte,Tapete Yoga,Sudeste,Site,2,99.0,198.0
2024-07-28,10883,Esporte,Halteres 10kg,Sul,App,2,170.1,340.2
2024-07-29,10884,Eletrônicos,Notebook,Sul,Loja Física,2,3999.0,7998.0
2024-07-29,10885,Moda,Tênis Esportivo,Sudeste,App,2,399.0,798.0
2024-07-29,10886,Casa,Liquidificador,Sudeste,Site,1,199.0,199.0
2024-07-30,10887,Eletrônicos,Smartwatch,Norte,App,3,899.0,2697.0
2024-07-30,10888,Informática,Mouse Gamer,Centro-Oeste,Loja Física,3,151.05,453.15
2024-07-30,10889,Informática,"Monitor 24""",Nordeste,Loja Física,3,999.0,2997.0
2024-07-30,10890,Informática,Mouse Gamer,Sudeste,App,2,159.0,318.0
2024-07-30,10891,Moda,Relógio,Nordeste,Loja Física,2,312.55,625.1
2024-07-30,10892,Eletrônicos,Smartphone,Nordeste,App,1,1709.1,1709.1
2024-07-31,10893,Casa,Cafeteira,Sul,Site,1,289.0,289.0
2024-07-31,10894,Casa,Aspirador Robô,Centro-Oeste,Loja Física,2,1299.0,2598.0
2024-08-01,10895,Informática,Teclado Mecânico,Sudeste,Site,2,349.0,698.0
2024-08-01,10896,Esporte,Tapete Yoga,Nordeste,App,1,89.1,89.1
2024-08-02,10897,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,249.0,249.0
2024-08-02,10898,Eletrônicos,Notebook,Sul,App,1,3999.0,3999.0
2024-08-02,10899,Eletrônicos,Notebook,Sudeste,Site,3,3599.1,10797.3
2024-08-02,10900,Esporte,Esteira,Sudeste,App,2,2659.05,5318.1
2024-08-02,10901,Informática,Mouse Gamer,Nordeste,Loja Física,3,151.05,453.15
2024-08-02,10902,Informática,SSD 1TB,Sudeste,Site,1,429.0,429.0
2024-08-02,10903,Moda,Tênis Esportivo,Nordeste,Site,1,399.0,399.0
2024-08-04,10904,Casa,Aspirador Robô,Sul,App,2,1169.1,2338.2
2024-08-04,10905,Informática,"Monitor 24""",Centro-Oeste,Loja Física,3,949.05,2847.15
2024-08-04,10906,Eletrônicos,Fone Bluetooth,Nordeste,App,2,249.0,498.0
2024-08-05,10907,Informática,Teclado Mecânico,Sudeste,Loja Física,2,349.0,698.0
2024-08-05,10908,Eletrônicos,Smartphone,Sul,Site,1,1899.0,1899.0
2024-08-06,10909,Informática,Teclado Mecânico,Sul,Site,1,349.0,349.0
2024-08-06,10910,Eletrônicos,Notebook,Sul,Site,1,3999.0,3999.0
2024-08-06,10911,Eletrônicos,Smartphone,Centro-Oeste,Loja Física,2,1899.0,3798.0
2024-08-06,10912,Eletrônicos,Smartphone,Nordeste,App,2,1899.0,3798.0
2024-08-06,10913,Moda,Tênis Esportivo,Sul,Site,2,399.0,798.0
2024-08-07,10914,Eletrônicos,Smartwatch,Sudeste,Site,2,899.0,1798.0
2024-08-07,10915,Moda,Relógio,Sudeste,Loja Física,1,329.0,329.0
2024-08-07,10916,Casa,Cafeteira,Nordeste,Site,3,260.1,780.3
2024-08-08,10917,Esporte,Tapete Yoga,Sudeste,Loja Física,3,99.0,297.0
2024-08-08,10918,Informática,Mouse Gamer,Norte,Loja Física,3,159.0,477.0
2024-08-08,10919,Casa,Liquidificador,Nordeste,App,3,199.0,597.0
2024-08-08,10920,Esporte,Tapete Yoga,Nordeste,Loja Física,3,99.0,297.0
2024-08-09,10921,Eletrônicos,Smartwatch,Nordeste,Site,2,899.0,1798.0
2024-08-09,10922,Casa,Aspirador Robô,Nordeste,App,2,1169.1,2338.2
2024-08-09,10923,Esporte,Esteira,Sudeste,Site,1,2799.0,2799.0
2024-08-09,10924,Esporte,Esteira,Nordeste,Site,2,2659.05,5318.1
2024-08-11,10925,Informática,Teclado Mecânico,Nordeste,Site,3,349.0,1047.0
2024-08-11,10926,Informática,Mouse Gamer,Centro-Oeste,Site,2,159.0,318.0
2024-08-11,10927,Moda,Jaqueta,Centro-Oeste,Site,2,246.05,492.1
2024-08-11,10928,Eletrônicos,Notebook,Nordeste,Loja Física,1,3999.0,3999.0
2024-08-12,10929,Casa,Cafeteira,Nordeste,Loja Física,1,274.55,274.55
2024-08-12,10930,Moda,Tênis Esportivo,Sudeste,Loja Física,1,399.0,399.0
2024-08-12,10931,Moda,Mochila,Nordeste,App,3,179.0,537.0
2024-08-12,10932,Informática,Mouse Gamer,Centro-Oeste,App,2,159.0,318.0
2024-08-12,10933,Casa,Aspirador Robô,Norte,App,2,1169.1,2338.2
2024-08-13,10934,Moda,Relógio,Centro-Oeste,Loja Física,1,296.1,296.1
2024-08-13,10935,Informática,Teclado Mecânico,Sudeste,Site,2,314.1,628.2
2024-08-13,10936,Moda,Jaqueta,Sul,App,3,259.0,777.0
2024-08-13,10937,Casa,Aspirador Robô,Sudeste,Loja Física,1,1234.05,1234.05
2024-08-14,10938,Informática,Mouse Gamer,Sudeste,App,3,159.0,477.0
2024-08-14,10939,Informática,SSD 1TB,Norte,App,1,429.0,429.0
2024-08-14,10940,Casa,Air Fryer,Sudeste,Site,2,459.0,918.0
2024-08-14,10941,Informática,"Monitor 24""",Sudeste,Site,1,949.05,949.05
2024-08-15,10942,Eletrônicos,Smartwatch,Sudeste,App,1,809.1,809.1
2024-08-15,10943,Moda,Jaqueta,Sul,Site,2,246.05,492.1
2024-08-15,10944,Eletrônicos,Smartphone,Sudeste,Site,3,1899.0,5697.0
2024-08-15,10945,Esporte,Halteres 10kg,Norte,App,3,189.0,567.0
2024-08-16,10946,Moda,Jaqueta,Sudeste,Loja Física,1,233.1,233.1
2024-08-16,10947,Moda,Tênis Esportivo,Centro-Oeste,App,1,359.1,359.1
2024-08-16,10948,Eletrônicos,Notebook,Centro-Oeste,Site,3,3999.0,11997.0
2024-08-16,10949,Moda,Mochila,Sul,App,2,179.0,358.0
2024-08-16,10950,Casa,Liquidificador,Sul,Site,1,179.1,179.1
2024-08-16,10951,Eletrônicos,Fone Bluetooth,Nordeste,Site,2,249.0,498.0
2024-08-16,10952,Eletrônicos,Smartphone,Sudeste,Loja Física,1,1804.05,1804.05
2024-08-16,10953,Eletrônicos,Smartwatch,Sudeste,App,2,899.0,1798.0
2024-08-17,10954,Eletrônicos,Smartwatch,Sudeste,App,3,899.0,2697.0
2024-08-17,10955,Casa,Aspirador Robô,Sudeste,Site,2,1299.0,2598.0
2024-08-18,10956,Esporte,Esteira,Nordeste,Site,3,2799.0,8397.0
2024-08-18,10957,Esporte,Halteres 10kg,Norte,Site,2,189.0,378.0
2024-08-18,10958,Esporte,Bicicleta,Sudeste,App,1,1599.0,1599.0
2024-08-18,10959,Moda,Tênis Esportivo,Sudeste,Site,2,359.1,718.2
2024-08-18,10960,Moda,Jaqueta,Sul,Site,2,246.05,492.1
2024-08-19,10961,Informática,SSD 1TB,Sudeste,App,2,429.0,858.0
2024-08-19,10962,Eletrônicos,Fone Bluetooth,Sul,App,2,249.0,498.0
2024-08-19,10963,Eletrônicos,Notebook,Sudeste,Loja Física,3,3999.0,11997.0
2024-08-20,10964,Esporte,Bicicleta,Sudeste,Loja Física,2,1599.0,3198.0
2024-08-20,10965,Moda,Mochila,Sul,Site,1,179.0,179.0
2024-08-20,10966,Casa,Air Fryer,Nordeste,App,3,436.05,1308.15
2024-08-20,10967,Esporte,Halteres 10kg,Sudeste,App,3,189.0,567.0
2024-08-20,10968,Eletrônicos,Notebook,Sudeste,App,3,3999.0,11997.0
2024-08-20,10969,Informática,Mouse Gamer,Sudeste,Site,1,159.0,159.0
2024-08-20,10970,Esporte,Tapete Yoga,Nordeste,Site,3,99.0,297.0
2024-08-21,10971,Moda,Mochila,Sudeste,Loja Física,2,179.0,358.0
2024-08-21,10972,Esporte,Esteira,Nordeste,App,3,2519.1,7557.3
2024-08-21,10973,Casa,Cafeteira,Nordeste,Loja Física,2,274.55,549.1
2024-08-22,10974,Informática,Teclado Mecânico,Sul,App,2,349.0,698.0
2024-08-22,10975,Moda,Relógio,Sul,App,1,329.0,329.0
2024-08-22,10976,Casa,Cafeteira,Centro-Oeste,App,1,260.1,260.1
2024-08-22,10977,Casa,Aspirador Robô,Sul,App,1,1299.0,1299.0
2024-08-22,10978,Eletrônicos,Fone Bluetooth,Sudeste,App,1,236.55,236.55
2024-08-23,10979,Moda,Jaqueta,Nordeste,Site,1,246.05,246.05
2024-08-23,10980,Informática,SSD 1TB,Nordeste,Site,2,407.55,815.1
2024-08-23,10981,Moda,Jaqueta,Sul,Site,1,259.0,259.0
2024-08-23,10982,Casa,Liquidificador,Sudeste,App,1,189.05,189.05
2024-08-23,10983,Casa,Air Fryer,Nordeste,App,1,459.0,459.0
2024-08-24,10984,Casa,Liquidificador,Centro-Oeste,Site,2,199.0,398.0
2024-08-24,10985,Moda,Mochila,Sudeste,Loja Física,1,179.0,179.0
2024-08-24,10986,Informática,SSD 1TB,Nordeste,Site,3,429.0,1287.0
2024-08-24,10987,Casa,Air Fryer,Sudeste,App,1,459.0,459.0
2024-08-25,10988,Casa,Air Fryer,Sudeste,App,2,413.1,826.2
2024-08-25,10989,Informática,SSD 1TB,Sudeste,Site,2,386.1,772.2
2024-08-25,10990,Informática,"Monitor 24""",Sudeste,Site,2,999.0,1998.0
2024-08-25,10991,Moda,Tênis Esportivo,Sul,Site,3,359.1,1077.3
2024-08-25,10992,Moda,Tênis Esportivo,Nordeste,Site,2,359.1,718.2
2024-08-25,10993,Eletrônicos,Smartphone,Sudeste,Loja Física,2,1709.1,3418.2
2024-08-25,10994,Esporte,Bicicleta,Nordeste,App,1,1599.0,1599.0
2024-08-26,10995,Moda,Mochila,Norte,App,2,179.0,358.0
2024-08-26,10996,Moda,Mochila,Centro-Oeste,Loja Física,1,179.0,179.0
2024-08-26,10997,Eletrônicos,Smartphone,Sudeste,Site,3,1804.05,5412.15
2024-08-27,10998,Eletrônicos,Fone Bluetooth,Centro-Oeste,Site,3,236.55,709.65
2024-08-27,10999,Casa,Liquidificador,Centro-Oeste,Site,3,189.05,567.15
2024-08-27,11000,Moda,Tênis Esportivo,Nordeste,Loja Física,3,379.05,1137.15
2024-08-27,11001,Informática,"Monitor 24""",Norte,Loja Física,2,999.0,1998.0
2024-08-27,11002,Eletrônicos,Smartphone,Sudeste,App,3,1899.0,5697.0
2024-08-27,11003,Informática,SSD 1TB,Sudeste,App,1,407.55,407.55
2024-08-27,11004,Eletrônicos,Notebook,Sudeste,Loja Física,1,3999.0,3999.0
2024-08-28,11005,Esporte,Esteira,Sudeste,App,3,2519.1,7557.3
2024-08-28,11006,Esporte,Halteres 10kg,Nordeste,App,1,189.0,189.0
2024-08-28,11007,Informática,"Monitor 24""",Norte,App,3,849.15,2547.45
2024-08-28,11008,Eletrônicos,Smartphone,Nordeste,Loja Física,3,1899.0,5697.0
2024-08-28,11009,Esporte,Tapete Yoga,Centro-Oeste,App,3,99.0,297.0
2024-08-28,11010,Esporte,Halteres 10kg,Nordeste,App,1,189.0,189.0
2024-08-29,11011,Moda,Mochila,Centro-Oeste,Site,2,170.05,340.1
2024-08-29,11012,Moda,Jaqueta,Sudeste,App,3,259.0,777.0
2024-08-29,11013,Casa,Aspirador Robô,Sudeste,Site,2,1234.05,2468.1
2024-08-29,11014,Casa,Cafeteira,Nordeste,Loja Física,2,289.0,578.0
2024-08-29,11015,Casa,Aspirador Robô,Sudeste,App,1,1299.0,1299.0
2024-08-29,11016,Eletrônicos,Fone Bluetooth,Nordeste,App,1,249.0,249.0
2024-08-29,11017,Esporte,Halteres 10kg,Sul,Site,3,179.55,538.65
2024-08-30,11018,Informática,SSD 1TB,Sul,App,1,429.0,429.0
2024-08-30,11019,Eletrônicos,Smartwatch,Sudeste,App,3,899.0,2697.0
2024-08-30,11020,Esporte,Esteira,Sudeste,Site,3,2519.1,7557.3
2024-08-30,11021,Casa,Air Fryer,Sul,App,2,459.0,918.0
2024-08-31,11022,Esporte,Halteres 10kg,Nordeste,Site,2,179.55,359.1
2024-08-31,11023,Informática,SSD 1TB,Sudeste,App,2,429.0,858.0
2024-09-01,11024,Moda,Tênis Esportivo,Nordeste,Site,1,399.0,399.0
2024-09-01,11025,Eletrônicos,Fone Bluetooth,Sudeste,App,3,249.0,747.0
2024-09-02,11026,Informática,Teclado Mecânico,Sudeste,Loja Física,1,314.1,314.1
2024-09-02,11027,Esporte,Esteira,Sudeste,App,1,2519.1,2519.1
2024-09-02,11028,Casa,Cafeteira,Sul,Site,1,260.1,260.1
2024-09-03,11029,Moda,Relógio,Nordeste,App,3,296.1,888.3
2024-09-03,11030,Casa,Aspirador Robô,Norte,Site,1,1299.0,1299.0
2024-09-04,11031,Esporte,Tapete Yoga,Sul,Site,3,99.0,297.0
2024-09-04,11032,Esporte,Bicicleta,Sul,Site,3,1599.0,4797.0
2024-09-04,11033,Casa,Liquidificador,Sudeste,Loja Física,3,179.1,537.3
2024-09-04,11034,Esporte,Esteira,Sudeste,Site,1,2799.0,2799.0
2024-09-05,11035,Moda,Tênis Esportivo,Sudeste,Site,2,399.0,798.0
2024-09-05,11036,Esporte,Esteira,Nordeste,Site,3,2799.0,8397.0
2024-09-05,11037,Informática,Teclado Mecânico,Sul,App,2,349.0,698.0
2024-09-05,11038,Casa,Liquidificador,Nordeste,Site,2,199.0,398.0
2024-09-05,11039,Esporte,Bicicleta,Sudeste,App,1,1599.0,1599.0
2024-09-05,11040,Eletrônicos,Smartphone,Sudeste,App,1,1804.05,1804.05
2024-09-06,11041,Moda,Mochila,Sudeste,App,2,152.15,304.3
2024-09-06,11042,Esporte,Halteres 10kg,Nordeste,App,2,189.0,378.0
2024-09-07,11043,Casa,Cafeteira,Sudeste,App,2,289.0,578.0
2024-09-07,11044,Esporte,Esteira,Sul,Site,3,2519.1,7557.3
2024-09-07,11045,Moda,Mochila,Centro-Oeste,App,3,161.1,483.3
2024-09-07,11046,Esporte,Bicicleta,Sudeste,Site,1,1599.0,1599.0
2024-09-07,11047,Eletrônicos,Notebook,Nordeste,Loja Física,2,3599.1,7198.2
2024-09-08,11048,Moda,Tênis Esportivo,Sudeste,Site,2,399.0,798.0
2024-09-08,11049,Casa,Liquidificador,Norte,Loja Física,2,179.1,358.2
2024-09-09,11050,Moda,Mochila,Sudeste,Site,1,161.1,161.1
2024-09-09,11051,Eletrônicos,Notebook,Norte,Loja Física,1,3999.0,3999.0
2024-09-09,11052,Eletrônicos,Notebook,Sudeste,Site,3,3999.0,11997.0
2024-09-09,11053,Casa,Cafeteira,Norte,App,3,274.55,823.65
2024-09-10,11054,Eletrônicos,Notebook,Sul,App,1,3999.0,3999.0
2024-09-10,11055,Eletrônicos,Smartwatch,Sudeste,Site,3,899.0,2697.0
2024-09-11,11056,Informática,SSD 1TB,Centro-Oeste,App,2,429.0,858.0
2024-09-11,11057,Moda,Tênis Esportivo,Centro-Oeste,Site,1,399.0,399.0
2024-09-11,11058,Informática,Teclado Mecânico,Centro-Oeste,App,1,349.0,349.0
2024-09-11,11059,Moda,Mochila,Centro-Oeste,Site,2,179.0,358.0
2024-09-11,11060,Informática,Mouse Gamer,Sudeste,Site,1,159.0,159.0
2024-09-12,11061,Eletrônicos,Smartphone,Norte,Site,1,1804.05,1804.05
2024-09-12,11062,Moda,Jaqueta,Nordeste,Site,1,259.0,259.0
2024-09-12,11063,Casa,Aspirador Robô,Centro-Oeste,Site,3,1169.1,3507.3
2024-09-12,11064,Eletrônicos,Smartwatch,Sudeste,Site,3,764.15,2292.45
2024-09-12,11065,Esporte,Esteira,Sudeste,Loja Física,2,2799.0,5598.0
2024-09-13,11066,Eletrônicos,Fone Bluetooth,Sudeste,Site,3,249.0,747.0
2024-09-13,11067,Eletrônicos,Fone Bluetooth,Sudeste,Site,1,249.0,249.0
2024-09-13,11068,Informática,SSD 1TB,Sudeste,Site,1,429.0,429.0
2024-09-14,11069,Informática,SSD 1TB,Sul,Site,2,429.0,858.0
2024-09-14,11070,Eletrônicos,Smartwatch,Nordeste,App,1,899.0,899.0
2024-09-14,11071,Moda,Mochila,Centro-Oeste,App,2,179.0,358.0
2024-09-14,11072,Moda,Relógio,Sudeste,Site,3,312.55,937.65
2024-09-15,11073,Informática,Mouse Gamer,Sul,Site,1,151.05,151.05
2024-09-15,11074,Esporte,Bicicleta,Nordeste,App,2,1439.1,2878.2
2024-09-15,11075,Moda,Jaqueta,Norte,Site,3,246.05,738.15
2024-09-16,11076,Informática,SSD 1TB,Sudeste,App,2,429.0,858.0
2024-09-16,11077,Informática,SSD 1TB,Nordeste,App,2,429.0,858.0
2024-09-16,11078,Moda,Tênis Esportivo,Nordeste,Loja Física,1,379.05,379.05
2024-09-16,11079,Informática,Mouse Gamer,Sudeste,Site,3,159.0,477.0
2024-09-16,11080,Eletrônicos,Notebook,Sul,Loja Física,3,3999.0,11997.0
2024-09-17,11081,Esporte,Esteira,Sudeste,Loja Física,2,2799.0,5598.0
2024-09-17,11082,Informática,"Monitor 24""",Sudeste,App,1,949.05,949.05
2024-09-17,11083,Esporte,Bicicleta,Nordeste,Site,1,1599.0,1599.0
2024-09-17,11084,Eletrônicos,Fone Bluetooth,Sudeste,App,2,249.0,498.0
2024-09-18,11085,Esporte,Halteres 10kg,Sul,Loja Física,1,189.0,189.0
2024-09-18,11086,Informática,SSD 1TB,Sudeste,Site,2,386.1,772.2
2024-09-19,11087,Casa,Aspirador Robô,Sudeste,App,3,1299.0,3897.0
2024-09-19,11088,Moda,Tênis Esportivo,Norte,Loja Física,1,399.0,399.0
2024-09-19,11089,Informática,"Monitor 24""",Sudeste,Site,1,899.1,899.1
2024-09-20,11090,Informática,"Monitor 24""",Sudeste,Site,1,899.1,899.1
2024-09-20,11091,Casa,Aspirador Robô,Sudeste,Loja Física,3,1169.1,3507.3
2024-09-20,11092,Casa,Cafeteira,Sul,Site,1,289.0,289.0
2024-09-20,11093,Moda,Mochila,Nordeste,Site,3,179.0,537.0
2024-09-20,11094,Eletrônicos,Fone Bluetooth,Sudeste,App,2,236.55,473.1
2024-09-21,11095,Esporte,Tapete Yoga,Norte,Site,1,99.0,99.0
2024-09-21,11096,Casa,Cafeteira,Norte,Loja Física,3,274.55,823.65
2024-09-22,11097,Casa,Liquidificador,Sul,Site,3,199.0,597.0
2024-09-22,11098,Informática,Teclado Mecânico,Nordeste,Loja Física,3,349.0,1047.0
2024-09-22,11099,Eletrônicos,Notebook,Centro-Oeste,Loja Física,1,3999.0,3999.0
2024-09-22,11100,Moda,Relógio,Sul,App,1,312.55,312.55
2024-09-22,11101,Informática,"Monitor 24""",Sudeste,Site,3,949.05,2847.15
2024-09-23,11102,Casa,Liquidificador,Sudeste,Site,3,199.0,597.0
2024-09-23,11103,Casa,Cafeteira,Sul,App,1,289.0,289.0
2024-09-23,11104,Esporte,Tapete Yoga,Sudeste,Site,2,99.0,198.0
2024-09-24,11105,Moda,Mochila,Nordeste,Site,3,161.1,483.3
2024-09-24,11106,Moda,Relógio,Sudeste,Loja Física,1,329.0,329.0
2024-09-24,11107,Eletrônicos,Fone Bluetooth,Nordeste,App,3,249.0,747.0
2024-09-24,11108,Casa,Cafeteira,Sudeste,Site,1,260.1,260.1
2024-09-24,11109,Informática,Mouse Gamer,Centro-Oeste,Site,2,151.05,302.1
2024-09-24,11110,Casa,Cafeteira,Sudeste,Site,3,274.55,823.65
2024-09-24,11111,Informática,Teclado Mecânico,Sul,App,3,349.0,1047.0
2024-09-24,11112,Esporte,Bicicleta,Nordeste,Site,3,1519.05,4557.15
2024-09-24,11113,Eletrônicos,Smartwatch,Norte,Site,2,899.0,1798.0
2024-09-25,11114,Informática,Teclado Mecânico,Nordeste,Site,2,331.55,663.1
2024-09-25,11115,Eletrônicos,Fone Bluetooth,Sudeste,Site,2,249.0,498.0
2024-09-25,11116,Esporte,Bicicleta,Nordeste,Loja Física,2,1599.0,3198.0
2024-09-26,11117,Informática,SSD 1TB,Sul,Site,2,386.1,772.2
2024-09-26,11118,Casa,Air Fryer,Centro-Oeste,App,2,459.0,918.0
2024-09-26,11119,Eletrônicos,Notebook,Nordeste,Site,2,3799.05,7598.1
2024-09-27,11120,Casa,Air Fryer,Sudeste,Site,2,459.0,918.0
2024-09-28,11121,Eletrônicos,Fone Bluetooth,Sul,App,3,224.1,672.3
2024-09-28,11122,Informática,"Monitor 24""",Centro-Oeste,Site,3,899.1,2697.3
2024-09-28,11123,Eletrônicos,Smartphone,Nordeste,App,1,1899.0,1899.0
2024-09-28,11124,Moda,Tênis Esportivo,Sul,Site,1,399.0,399.0
2024-09-29,11125,Eletrônicos,Fone Bluetooth,Sul,Loja Física,1,249.0,249.0
2024-09-29,11126,Moda,Jaqueta,Norte,Loja Física,1,246.05,246.05
2024-09-29,11127,Moda,Jaqueta,Sul,Site,1,220.15,220.15
2024-09-29,11128,Moda,Tênis Esportivo,Sul,Site,1,379.05,379.05
2024-09-29,11129,Casa,Cafeteira,Centro-Oeste,App,3,289.0,867.0
2024-09-29,11130,Moda,Tênis Esportivo,Sudeste,App,3,359.1,1077.3
2024-09-30,11131,Moda,Mochila,Centro-Oeste,Site,1,179.0,179.0
2024-09-30,11132,Esporte,Esteira,Sudeste,App,2,2799.0,5598.0
2024-10-01,11133,Esporte,Tapete Yoga,Sul,App,1,99.0,99.0
2024-10-01,11134,Eletrônicos,Smartphone,Nordeste,Site,1,1899.0,1899.0
2024-10-01,11135,Eletrônicos,Notebook,Sudeste,Site,2,3799.05,7598.1
2024-10-01,11136,Moda,Tênis Esportivo,Sudeste,Site,3,399.0,1197.0
